카라, 78, 143
다타, 92, 162
가마, 72, 178
라마, 79, 192
사다, 44, 170
자자, 61, 181
파아, 80, 171
카바, 57, 192
가가, 62, 196
나라, 81, 168
차다, 82, 165
타다, 90, 164
카카, 71, 181
라하, 65, 177
사아, 84, 181
타카, 79, 150
라라, 88, 160
가라, 70, 141
사사, 55, 187
하다, 44, 174
사파, 77, 151
아라, 52, 155
하다, 89, 192
다하, 74, 195
바타, 86, 167
가차, 44, 199
바바, 48, 193
카하, 59, 195
카아, 76, 146
카아, 95, 170
가카, 87, 159
자다, 59, 185
바자, 44, 179
마아, 76, 192
사마, 42, 159
카가, 40, 141
라라, 88, 198
다마, 80, 174
가자, 72, 145
하카, 85, 162
바다, 45, 178
하가, 65, 174
아가, 85, 179
다바, 92, 149
나다, 43, 186
차라, 87, 192
바타, 72, 162
마타, 47, 195
나타, 92, 166
차하, 42, 187
사자, 45, 191
다자, 41, 172
사타, 43, 185
자마, 43, 140
카아, 78, 181
타하, 75, 162
가차, 93, 162
나다, 70, 160
라카, 51, 199
가아, 51, 175
아다, 66, 147
차다, 86, 152
카가, 69, 184
사라, 92, 187
사마, 78, 149
라나, 99, 196
타자, 95, 182
다나, 79, 198
라라, 81, 165
하가, 46, 174
가카, 56, 183
타타, 49, 189
나아, 59, 174
가차, 98, 159
라나, 41, 147
하다, 93, 157
바아, 98, 167
나파, 52, 143
마파, 53, 155
라마, 85, 157
하하, 52, 176
가라, 60, 169
아가, 99, 163
나바, 71, 149
가하, 78, 149
파바, 76, 168
마가, 96, 173
다마, 42, 144
라파, 53, 187
차하, 87, 146
다바, 44, 150
자나, 65, 175
하카, 60, 174
파다, 93, 145
바카, 63, 150
아라, 79, 168
나다, 79, 166
카하, 85, 184
아아, 81, 198
하바, 42, 155
가자, 43, 154
자바, 62, 191
타하, 75, 173
가마, 63, 191
파바, 51, 156
마나, 41, 161
카나, 58, 146
나가, 67, 181
라가, 60, 175
차하, 64, 158
나하, 54, 176
차마, 54, 154
마타, 51, 198
라다, 62, 165
파하, 72, 142
마다, 59, 189
파차, 90, 173
타다, 47, 191
바자, 83, 179
마카, 91, 191
사차, 84, 170
차마, 69, 180
라사, 64, 143
가타, 50, 197
사하, 67, 189
라아, 85, 175
하파, 80, 142
자마, 41, 143
바사, 96, 156
라자, 62, 188
사사, 95, 176
파타, 87, 191
사하, 71, 192
자차, 84, 178
다카, 76, 152
아타, 56, 178
바바, 67, 159
바차, 50, 190
다나, 96, 198
가하, 67, 142
아라, 72, 193
하파, 70, 150
파파, 68, 147
차카, 75, 175
카가, 41, 143
다자, 84, 149
하차, 50, 179
차다, 87, 151
하바, 52, 191
바라, 45, 147
마나, 96, 149
하자, 85, 147
자차, 71, 175
하바, 64, 158
가차, 94, 189
자다, 81, 150
아바, 61, 197
사파, 46, 179
라아, 49, 166
바타, 99, 175
사라, 77, 158
자아, 54, 189
파자, 71, 163
바하, 90, 159
카바, 41, 170
하파, 66, 156
차하, 97, 187
가타, 94, 159
카자, 68, 182
사가, 47, 196
하아, 84, 174
아라, 56, 157
라파, 68, 157
차아, 42, 195
카카, 91, 159
하파, 89, 141
다자, 51, 188
아라, 62, 151
다타, 76, 192
마타, 98, 192
다아, 73, 190
사카, 74, 176
타라, 72, 148
하차, 68, 193
바차, 42, 145
라바, 94, 144
바가, 61, 145
하가, 61, 180
카다, 78, 192
타마, 65, 163
차사, 54, 199
아나, 97, 161
바가, 74, 151
자하, 65, 148
파나, 55, 141
마카, 98, 162
마타, 52, 144
가타, 93, 153
바파, 63, 147
타차, 74, 157
파나, 61, 194
파다, 61, 160
아차, 45, 191
자타, 64, 189
사하, 70, 197
카차, 77, 198
타가, 83, 140
나나, 94, 167
다나, 50, 195
카타, 42, 180
카아, 56, 194
타바, 59, 160
바자, 81, 143
차카, 71, 171
자사, 57, 170
다나, 62, 146
가마, 67, 173
하아, 64, 174
바타, 45, 146
사라, 40, 167
바사, 93, 161
차파, 62, 169
카아, 51, 198
바마, 41, 181
가타, 87, 149
파파, 42, 188
파다, 68, 170
카하, 86, 162
아바, 49, 162
마바, 74, 148
라마, 85, 190
바라, 64, 191
다사, 95, 141
타차, 52, 142
가아, 90, 179
하파, 63, 186
카바, 74, 144
나마, 62, 189
바카, 74, 158
바다, 86, 148
사가, 73, 151
사카, 77, 169
파마, 49, 147
파자, 88, 187
카자, 42, 181
타카, 71, 197
가카, 99, 167
아하, 75, 193
하카, 54, 196
타라, 94, 181
타차, 68, 171
나파, 93, 168
가사, 93, 144
다나, 97, 163
바라, 86, 176
마차, 54, 193
아나, 60, 180
자타, 81, 199
마라, 55, 169
카차, 96, 148
사바, 91, 171
차바, 56, 192
다라, 50, 164
가하, 42, 151
가다, 83, 151
아가, 52, 161
하타, 63, 172
사아, 99, 175
라아, 96, 167
타다, 42, 170
하사, 78, 180
아다, 80, 187
사라, 68, 171
파라, 90, 151
가사, 91, 146
카차, 65, 147
다가, 66, 182
라타, 50, 170
나자, 97, 178
바다, 84, 179
사타, 49, 173
타바, 95, 145
자타, 86, 148
라차, 95, 187
자카, 47, 185
카라, 82, 160
다타, 51, 152
자가, 84, 196
가자, 63, 159
자아, 68, 156
파카, 57, 184
차타, 95, 186
타마, 57, 183
카아, 92, 172
마사, 98, 165
차파, 81, 183
차카, 48, 195
자타, 87, 187
하카, 92, 168
마하, 98, 197
파나, 85, 194
나하, 91, 176
바타, 61, 172
바하, 52, 141
라카, 61, 197
카차, 88, 150
카사, 67, 148
카다, 61, 165
자바, 78, 181
파사, 40, 163
파파, 43, 160
마자, 83, 169
마다, 95, 143
차하, 90, 196
다바, 45, 196
자아, 85, 159
나파, 70, 172
차나, 73, 180
가마, 58, 154
자나, 99, 153
차나, 58, 181
차나, 97, 197
자가, 45, 176
사타, 99, 173
아자, 69, 163
마차, 60, 142
사카, 79, 173
나다, 58, 159
자타, 46, 197
사차, 64, 189
라하, 42, 174
타다, 72, 186
파마, 99, 175
아카, 63, 146
라나, 89, 173
하자, 81, 147
아차, 91, 145
사바, 88, 174
다아, 61, 195
타하, 79, 199
다다, 68, 148
차라, 82, 196
차다, 41, 190
파바, 40, 142
카파, 81, 187
하아, 57, 140
자다, 82, 199
차자, 62, 162
카다, 68, 156
나마, 71, 178
자가, 55, 169
다나, 72, 179
다하, 63, 177
라가, 52, 145
타사, 54, 152
가다, 95, 169
마나, 70, 163
자카, 83, 140
자파, 44, 161
타하, 40, 170
아바, 76, 140
마다, 89, 186
자차, 75, 148
사아, 60, 195
라나, 83, 176
가타, 93, 172
파타, 63, 162
사자, 55, 180
타라, 85, 176
가아, 76, 153
아가, 95, 164
바나, 63, 157
나마, 88, 196
사마, 99, 142
가다, 49, 165
바하, 56, 162
하나, 47, 182
다자, 93, 178
가사, 91, 149
마라, 71, 198
가자, 84, 142
하나, 88, 157
카아, 93, 180
자아, 70, 156
자마, 44, 150
마마, 88, 167
아자, 44, 193
바나, 82, 160
라사, 98, 187
아차, 54, 160
가파, 83, 175
나아, 51, 140
파아, 73, 140
마다, 71, 185
파타, 48, 156
사다, 63, 155
다자, 49, 197
가아, 49, 161
카자, 59, 159
파타, 63, 162
마파, 97, 148
타라, 90, 167
가가, 52, 176
카자, 73, 180
차카, 45, 141
아아, 56, 167
차파, 51, 162
사마, 72, 149
바차, 87, 154
카아, 75, 178
자하, 49, 196
타파, 88, 195
아마, 80, 166
타마, 68, 179
라자, 68, 149
나하, 71, 169
사카, 98, 168
나카, 95, 146
사타, 55, 182
카다, 68, 147
타다, 99, 156
바나, 84, 147
아자, 53, 191
파카, 95, 179
차사, 95, 174
나라, 85, 172
자카, 95, 194
마하, 88, 177
바하, 57, 194
자가, 44, 181
나가, 81, 175
하카, 70, 164
다하, 67, 142
라하, 48, 171
사타, 78, 145
바타, 49, 154
마바, 92, 190
아다, 57, 152
가아, 42, 179
다다, 43, 166
마가, 69, 185
다카, 45, 187
바자, 41, 154
자아, 43, 172
마가, 79, 182
사사, 55, 192
파차, 83, 180
아나, 68, 154
카아, 41, 193
하사, 42, 173
아마, 45, 153
아다, 95, 184
자바, 51, 143
사하, 57, 165
사아, 40, 163
차나, 93, 163
나자, 59, 175
자파, 77, 152
아사, 56, 158
바차, 96, 157
자나, 47, 170
아파, 86, 157
아하, 62, 148
사나, 94, 194
타아, 55, 175
다마, 57, 143
아바, 93, 170
라사, 60, 159
자아, 79, 150
라라, 53, 142
라바, 89, 192
다아, 74, 189
바마, 59, 186
사파, 62, 144
바나, 96, 181
타사, 83, 186
차타, 60, 180
타차, 98, 199
라바, 44, 150
마사, 88, 178
하나, 79, 159
자카, 42, 154
자파, 73, 165
타자, 92, 171
파바, 75, 194
나차, 89, 180
마다, 78, 175
타카, 69, 199
라차, 60, 193
아차, 61, 156
타카, 79, 164
하파, 91, 174
하파, 63, 163
자사, 59, 151
나다, 85, 160
하가, 96, 141
마자, 44, 153
아하, 91, 177
파하, 49, 185
아라, 75, 182
아다, 97, 173
라파, 63, 192
자마, 85, 169
바아, 61, 166
자차, 68, 194
아사, 88, 167
자타, 60, 188
나타, 80, 190
하차, 60, 155
가자, 45, 187
사사, 71, 160
차라, 90, 142
나자, 73, 184
자차, 78, 156
아타, 71, 192
라나, 57, 142
가바, 40, 186
하카, 40, 179
차라, 42, 179
다다, 84, 194
마카, 94, 187
하라, 99, 189
파라, 69, 173
라마, 85, 142
파카, 58, 145
사하, 98, 147
차자, 43, 161
차파, 71, 150
카마, 74, 157
라바, 67, 148
하다, 60, 191
파라, 41, 184
다하, 76, 174
타아, 50, 162
나카, 55, 186
자아, 50, 166
자카, 82, 148
자라, 98, 167
바타, 98, 161
나가, 41, 173
아차, 73, 167
바라, 79, 142
바타, 43, 196
차자, 72, 189
하가, 96, 189
카하, 88, 151
사사, 98, 192
하아, 67, 142
사카, 51, 176
가차, 64, 159
타자, 83, 187
타자, 51, 180
파아, 63, 151
하아, 57, 149
아바, 64, 153
하바, 75, 152
하바, 46, 193
카자, 71, 172
자아, 64, 141
사바, 97, 174
하라, 60, 148
카자, 97, 199
아나, 79, 153
아사, 58, 197
나바, 66, 184
하라, 90, 153
타사, 82, 146
나차, 96, 172
바타, 53, 148
마다, 59, 162
자나, 47, 195
바카, 76, 183
하하, 58, 161
다마, 82, 167
자사, 98, 171
카차, 87, 192
마사, 70, 165
타사, 62, 143
카사, 42, 169
카타, 71, 195
라자, 74, 147
라카, 80, 198
타하, 98, 187
나아, 68, 154
다나, 85, 193
사다, 42, 187
카차, 69, 198
나타, 92, 158
자라, 76, 196
라타, 43, 148
라아, 57, 165
타바, 83, 153
사가, 90, 157
하차, 53, 191
하다, 80, 165
다마, 46, 196
사가, 40, 149
다자, 77, 188
라파, 85, 199
다가, 78, 141
파가, 70, 167
나파, 55, 143
바차, 42, 178
사라, 99, 155
나마, 63, 150
타카, 86, 153
파사, 93, 158
가바, 53, 174
파아, 74, 156
마나, 50, 160
가자, 74, 148
타사, 85, 170
자카, 62, 143
하자, 95, 170
사마, 56, 189
자하, 93, 177
다가, 76, 181
하사, 95, 167
하하, 95, 163
마바, 43, 148
바아, 40, 158
카파, 41, 194
가파, 61, 151
파자, 62, 169
파차, 72, 148
하다, 81, 197
다바, 94, 191
바다, 71, 170
바자, 74, 168
자차, 49, 176
차나, 68, 173
파차, 89, 146
라가, 87, 160
사사, 73, 171
다카, 57, 179
사아, 94, 187
마자, 50, 193
타바, 56, 146
자바, 94, 195
하라, 75, 140
카카, 49, 167
카타, 52, 166
아다, 82, 182
나자, 75, 169
라라, 77, 156
자아, 83, 160
가카, 92, 152
자아, 82, 173
카사, 56, 143
타하, 48, 167
라하, 76, 168
다나, 84, 187
다자, 53, 176
사카, 42, 194
아나, 79, 142
파타, 75, 160
파카, 58, 170
차파, 78, 151
차라, 90, 179
다카, 97, 164
바바, 83, 142
다자, 52, 186
하사, 75, 161
바마, 65, 190
나차, 94, 168
다다, 40, 198
차가, 57, 183
차다, 74, 194
파다, 77, 193
라바, 87, 146
하타, 97, 164
나다, 80, 140
아카, 78, 158
바사, 88, 153
차마, 61, 192
파아, 45, 165
차라, 91, 159
차아, 96, 189
마다, 41, 148
타마, 97, 179
파마, 71, 155
나라, 72, 158
파아, 98, 198
마카, 72, 157
라파, 82, 198
사라, 86, 170
